pts, length, steps, init_time, run_time, stacks, stack_items, error_items
44, 72, 41, 0.053559, 0.011139, 7, 17, 4
150, 289, 16, 0.262333, 0.000339, 6, 7, 1
35, 43, 43, 0.015075, 0.000609, 7, 16, 4
64, 85, 56, 0.039663, 0.00042, 6, 18, 3
80, 146, 91, 0.149337, 0.068311, 7, 28, 9
260, 1231, 70, 1.906763, 0.158352, 7, 21, 3
73, 110, 84, 0.082201, 0.138203, 7, 22, 4
124, 245, 327, 0.251577, 0.08304, 7, 80, 18
210, 791, 69, 1.072903, 0.000982, 7, 16, 4
206, 503, 10000, 0.557673, 0.115111, 7, 137, 4
93, 164, 114, 0.121965, 0.117024, 7, 38, 3
18, 22, 23, 0.009427, 0.000303, 6, 10, 1
183, 490, 234, 0.629145, 0.193881, 7, 84, 8
137, 336, 86, 0.398546, 0.003202, 7, 33, 4
238, 656, 10000, 0.814912, 0.274519, 4, 3433, 3330
100, 189, 664, 0.200616, 0.202669, 7, 126, 6
194, 705, 236, 1.006677, 0.267569, 7, 63, 8
38, 47, 413, 0.02466, 0.211225, 7, 161, 4
160, 401, 977, 0.462163, 4.387682, 7, 218, 4
196, 500, 1108, 0.5757, 0.102311, 7, 215, 6
21, 33, 25, 0.026216, 0.000235, 6, 14, 2
282, 1351, 383, 2.131681, 0.729778, 7, 135, 9
149, 233, 632, 0.154394, 0.018333, 7, 157, 3
266, 1146, 10000, 1.832881, 0.064056, 4, 2641, 1
102, 233, 10000, 0.274774, 0.229264, 7, 3371, 3319
52, 97, 68, 0.067315, 0.000905, 7, 24, 1
221, 625, 679, 0.759346, 0.010993, 7, 119, 6
272, 763, 403, 0.983999, 0.007472, 7, 23, 6
30, 40, 35, 0.022107, 0.005205, 7, 15, 2
250, 878, 718, 1.246127, 2.385961, 7, 88, 9
148, 199, 201, 0.109989, 0.294424, 7, 58, 7
71, 97, 385, 0.040408, 0.006876, 7, 129, 5
177, 365, 10000, 0.413057, 0.333902, 7, 3368, 3301
87, 174, 920, 0.177692, 0.381242, 7, 224, 48
71, 134, 94, 0.085796, 0.146532, 7, 37, 11
179, 392, 256, 0.429971, 0.609003, 7, 79, 10
120, 332, 152, 0.39749, 0.007507, 7, 37, 3
299, 2136, 10000, 3.766596, 0.677124, 7, 2560, 117
72, 136, 10000, 0.18361, 0.13554, 7, 2519, 7
18, 23, 24, 0.012254, 0.000273, 6, 9, 1
191, 424, 235, 0.474875, 0.056016, 7, 60, 13
114, 242, 133, 0.243033, 0.025044, 7, 59, 7
132, 194, 675, 0.172228, 0.144459, 7, 243, 8
285, 1430, 10000, 2.240577, 0.243372, 7, 2620, 3
64, 96, 88, 0.069796, 0.005604, 7, 39, 6
241, 1009, 27, 1.568099, 0.000453, 7, 15, 6
189, 725, 390, 1.078845, 0.005948, 7, 122, 5
204, 579, 131, 0.716513, 0.048669, 7, 46, 6
125, 199, 99, 0.190014, 0.013466, 7, 33, 10
112, 301, 10000, 0.41149, 0.344188, 7, 71, 8
293, 645, 10000, 0.725293, 0.075911, 6, 3454, 1
216, 697, 273, 0.945514, 0.256202, 7, 50, 7
179, 691, 222, 1.046469, 0.073123, 7, 83, 9
285, 1675, 210, 2.769544, 0.607404, 7, 53, 5
206, 684, 77, 0.953657, 0.43955, 7, 25, 4
109, 216, 126, 0.229033, 0.028831, 7, 43, 7
288, 645, 388, 0.66613, 0.386945, 7, 129, 13
206, 812, 21, 1.167366, 0.000288, 6, 9, 2
25, 29, 36, 0.010133, 0.102305, 6, 12, 1
160, 326, 274, 0.307729, 0.560876, 7, 92, 5
289, 1184, 203, 1.854609, 0.069471, 7, 52, 7
189, 598, 275, 0.823652, 0.636083, 7, 86, 10
113, 205, 10000, 0.205634, 0.259223, 7, 56, 3
102, 222, 139, 0.238464, 0.0502, 7, 62, 11
233, 582, 10000, 0.757798, 0.334627, 7, 3315, 2
186, 543, 505, 0.688999, 0.100403, 7, 73, 12
152, 289, 205, 0.265952, 0.383204, 7, 62, 8
70, 99, 91, 0.054914, 0.236801, 7, 38, 10
111, 177, 145, 0.180707, 0.097681, 6, 53, 8
13, 14, 16, 0.006877, 0.000136, 4, 6, 0
306, 1941, 37, 3.554946, 0.331327, 7, 17, 4
33, 39, 46, 0.022204, 0.000658, 7, 20, 5
184, 514, 10000, 0.638615, 0.423647, 7, 92, 3
72, 128, 45, 0.087204, 0.000658, 7, 23, 5
76, 120, 10000, 0.070271, 0.177904, 7, 3363, 5
188, 515, 119, 0.594465, 0.144033, 7, 48, 9
240, 641, 37, 0.83148, 0.000602, 7, 16, 2
141, 384, 180, 0.505238, 0.079885, 7, 52, 11
308, 1167, 380, 1.75418, 0.062607, 7, 107, 9
243, 771, 1533, 1.118043, 1.705789, 7, 390, 28
260, 1091, 353, 1.679711, 0.793598, 7, 92, 11
175, 394, 233, 0.474121, 0.048796, 7, 78, 7
244, 757, 2344, 0.99509, 0.293476, 7, 485, 3
218, 503, 369, 0.656952, 0.419492, 7, 104, 12
153, 366, 675, 0.469954, 0.185853, 7, 143, 7
159, 280, 43, 0.252503, 0.000628, 6, 20, 4
194, 631, 677, 0.902491, 0.099931, 7, 159, 57
40, 53, 50, 0.023671, 0.098403, 6, 19, 2
183, 389, 228, 0.450329, 0.373269, 7, 52, 8
295, 1338, 533, 2.192464, 0.488242, 7, 119, 26
117, 238, 2585, 0.255336, 0.031811, 7, 1077, 262
23, 29, 28, 0.070152, 0.000334, 7, 10, 1
96, 164, 121, 0.126943, 0.032863, 7, 43, 2
247, 1118, 48, 1.813886, 0.000426, 7, 20, 3
85, 159, 744, 0.180338, 0.081187, 7, 168, 2
187, 654, 441, 0.974005, 0.407236, 7, 102, 6
178, 730, 61, 1.108283, 0.001079, 7, 24, 7
113, 232, 51, 0.249856, 0.000654, 7, 29, 4
170, 379, 10000, 0.393669, 0.267448, 7, 77, 11
265, 989, 1620, 1.529929, 0.356284, 7, 442, 252
85, 130, 147, 0.065026, 0.044613, 7, 56, 3
195, 395, 977, 0.417785, 0.316824, 7, 362, 162
47, 54, 63, 0.017941, 0.195375, 7, 24, 7
79, 153, 102, 0.162104, 0.053542, 7, 41, 2
115, 268, 121, 0.326369, 0.162125, 7, 47, 1
172, 435, 196, 0.534266, 0.215301, 7, 55, 5
258, 821, 10000, 1.161182, 0.693328, 7, 3350, 12
24, 30, 34, 0.013923, 0.000346, 7, 17, 3
56, 68, 79, 0.030011, 0.000939, 7, 26, 1
263, 1390, 642, 2.31439, 0.324819, 7, 147, 3
122, 291, 157, 0.30206, 0.002359, 7, 65, 5
35, 51, 45, 0.031805, 0.047417, 7, 19, 5
219, 702, 10000, 0.947019, 0.246948, 7, 2602, 5
172, 427, 148, 0.514086, 0.073086, 7, 38, 6
90, 136, 149, 0.124906, 0.01563, 7, 51, 5
270, 1133, 138, 1.789922, 0.08802, 7, 63, 9
196, 498, 252, 0.660201, 0.136544, 7, 78, 8
303, 1569, 823, 2.504721, 1.361569, 7, 163, 13
264, 1437, 89, 2.489173, 0.180842, 7, 33, 4
92, 144, 113, 0.115781, 0.010952, 7, 32, 1
192, 713, 10000, 1.247005, 0.505082, 7, 3354, 3278
97, 160, 132, 0.102686, 0.112025, 7, 54, 3
53, 68, 67, 0.025785, 0.000852, 6, 28, 2
296, 748, 782, 0.996968, 0.446478, 7, 196, 9
120, 231, 149, 0.225669, 0.007887, 7, 57, 6
203, 714, 10000, 1.132362, 0.428557, 7, 3306, 3191
17, 27, 19, 0.077897, 0.000218, 5, 10, 0
309, 1621, 10000, 2.542002, 0.564937, 7, 2441, 3
266, 1498, 358, 2.478494, 0.156735, 7, 127, 8
224, 803, 10000, 1.210154, 0.57505, 7, 99, 13
15, 15, 21, 0.008628, 0.000515, 6, 9, 4
26, 41, 19, 0.093442, 0.000218, 6, 8, 1
139, 231, 267, 0.153603, 0.201806, 7, 82, 8
248, 1163, 481, 1.88398, 0.823233, 7, 117, 8
278, 1276, 1639, 2.034946, 0.482151, 7, 347, 6
110, 179, 153, 0.128064, 0.169527, 7, 35, 3
81, 115, 10000, 0.049011, 0.229647, 6, 3390, 3332
116, 269, 58, 0.332995, 0.000463, 7, 22, 4
296, 1720, 140, 3.020889, 0.826742, 7, 47, 9
33, 46, 767, 0.023476, 0.113864, 6, 306, 2
178, 457, 10000, 0.52905, 0.076555, 7, 3404, 4
159, 274, 10000, 0.261841, 0.382885, 7, 73, 9
94, 136, 118, 0.105446, 0.111969, 7, 40, 9
27, 31, 36, 0.010196, 0.152608, 6, 11, 1
194, 639, 252, 0.923672, 0.177692, 7, 97, 10
130, 238, 163, 0.222482, 0.068805, 7, 46, 8
123, 316, 10000, 0.335549, 0.450377, 7, 3330, 3282
66, 92, 29, 0.038355, 0.000317, 7, 13, 2
193, 474, 282, 0.542927, 0.269874, 7, 92, 9
225, 490, 77, 0.550553, 0.130349, 7, 35, 6
214, 839, 563, 1.326272, 0.404409, 7, 84, 8
71, 92, 10000, 0.102683, 0.182118, 7, 160, 2
27, 34, 36, 0.016826, 0.002727, 6, 10, 4
49, 64, 62, 0.021761, 0.111549, 6, 29, 7
245, 721, 325, 0.932629, 0.478784, 7, 95, 10
134, 275, 17, 0.279369, 0.000284, 7, 7, 2
289, 1219, 530, 1.899612, 1.291571, 7, 118, 41
264, 1219, 847, 1.903222, 0.748524, 7, 101, 38
253, 737, 412, 0.984609, 0.43261, 7, 135, 7
163, 330, 241, 0.323371, 0.288587, 7, 76, 13
157, 385, 279, 0.388792, 0.205677, 7, 53, 12
185, 457, 10000, 0.555722, 0.379513, 7, 3368, 4
202, 780, 143, 1.135366, 0.017725, 7, 43, 5
294, 1142, 672, 1.709555, 0.241239, 7, 234, 82
38, 46, 54, 0.015325, 0.000734, 6, 23, 3
142, 457, 169, 0.649055, 0.096232, 7, 62, 8
299, 1157, 672, 1.805566, 0.644382, 7, 75, 9
165, 373, 171, 0.535013, 0.071518, 7, 54, 5
80, 162, 103, 0.241291, 0.005642, 7, 46, 2
271, 1114, 10000, 2.136034, 0.256101, 7, 118, 9
225, 497, 15, 0.531203, 0.000303, 6, 6, 2
75, 103, 108, 0.054682, 0.336962, 7, 34, 4
18, 19, 25, 0.011064, 0.000467, 7, 13, 6
33, 48, 38, 0.02105, 0.000965, 7, 14, 2
281, 1130, 1004, 1.843545, 0.314526, 7, 280, 10
206, 655, 123, 1.077602, 0.001988, 7, 35, 5
63, 83, 78, 0.103629, 0.012819, 7, 37, 7
64, 95, 81, 0.056292, 0.011964, 7, 29, 3
69, 80, 89, 0.028209, 0.161079, 7, 28, 4
250, 876, 308, 1.279707, 0.555431, 7, 108, 3
98, 194, 573, 0.205643, 0.031907, 7, 222, 6
11, 12, 10, 0.006635, 0.001119, 5, 5, 1
211, 537, 257, 0.726051, 0.780844, 7, 95, 17
232, 1037, 10000, 1.866011, 0.44961, 7, 3354, 1613
92, 137, 10000, 0.157682, 0.063843, 7, 2039, 1
90, 118, 127, 0.136138, 0.198544, 7, 34, 3
125, 294, 242, 0.357447, 0.021121, 7, 66, 5
267, 1362, 963, 2.307104, 0.323759, 7, 360, 7
245, 840, 311, 1.173673, 0.249952, 7, 88, 11
13, 18, 18, 0.009671, 8.2e-05, 5, 9, 0
265, 724, 43, 0.900615, 0.000554, 6, 16, 3
141, 351, 31, 0.437349, 0.000463, 7, 14, 4
163, 351, 1660, 0.437962, 0.377828, 7, 642, 7
296, 1501, 10000, 2.352315, 0.59839, 7, 93, 9
294, 1009, 10000, 1.536546, 0.694093, 7, 2868, 7
111, 189, 84, 0.134197, 0.001491, 7, 28, 4
181, 519, 683, 0.642197, 0.107551, 7, 234, 11
182, 426, 657, 0.52179, 0.333283, 7, 221, 3
291, 1161, 607, 1.828319, 1.127603, 7, 129, 18
184, 516, 1089, 0.745215, 0.393929, 7, 347, 8
212, 775, 10000, 1.174742, 0.253758, 7, 2074, 4
205, 341, 264, 0.299648, 0.577948, 7, 89, 1
133, 321, 10000, 0.405018, 0.410371, 7, 3320, 3282
307, 1477, 10000, 2.69331, 1.345666, 7, 227, 9
179, 322, 953, 0.297784, 0.272096, 7, 214, 9
175, 336, 246, 0.425018, 0.277736, 7, 61, 9
80, 177, 996, 0.223339, 0.092783, 7, 212, 11
33, 45, 41, 0.021477, 0.000567, 6, 20, 3
20, 26, 26, 0.008855, 0.000336, 6, 10, 1
151, 302, 192, 0.323298, 0.082841, 7, 57, 7
96, 173, 14, 0.182192, 0.000383, 6, 6, 3
56, 87, 67, 0.121718, 0.001152, 7, 26, 12
82, 141, 107, 0.103093, 0.218125, 7, 33, 6
132, 260, 99, 0.271099, 0.023993, 7, 35, 6
234, 939, 10000, 1.419515, 0.288764, 7, 1330, 8
185, 617, 10000, 0.94607, 0.292955, 7, 3380, 5
274, 1334, 365, 2.117667, 0.925344, 7, 91, 12
91, 122, 118, 0.054297, 0.001687, 7, 31, 8
76, 153, 992, 0.195631, 0.106916, 7, 39, 6
148, 400, 188, 0.534782, 0.221422, 7, 72, 7
202, 704, 10000, 1.109658, 0.310619, 7, 76, 4
61, 91, 72, 0.054932, 0.002191, 6, 16, 1
104, 198, 220, 0.208309, 0.0724779999999999, 7, 70, 5
192, 414, 10000, 0.519754, 0.294791, 7, 2538, 6
121, 327, 357, 0.384251, 0.1321, 7, 140, 4
262, 879, 2812, 1.325702, 0.836417, 7, 148, 11
122, 259, 158, 0.275756, 0.316757, 7, 53, 10
40, 55, 49, 0.0273519999999999, 0.007317, 7, 25, 8
253, 1066, 343, 1.925535, 0.108923, 7, 81, 8
129, 217, 10000, 0.169443, 0.270621, 6, 3401, 3325
153, 267, 138, 0.251702, 0.044292, 7, 51, 8
73, 138, 89, 0.127086, 0.191715, 7, 37, 3
64, 109, 82, 0.070143, 0.008251, 7, 32, 5
288, 1893, 382, 3.222534, 0.809246, 7, 103, 23
211, 576, 10000, 0.716037, 0.492129, 7, 1434, 11
14, 19, 16, 0.008492, 0.000228, 7, 10, 2
230, 843, 10000, 1.251045, 0.128594, 6, 3446, 0
18, 21, 27, 0.013843, 0.000431, 6, 13, 3
276, 1076, 10000, 1.644936, 0.232724, 7, 3438, 3317
191, 358, 10000, 0.33126, 0.338561, 7, 2583, 8
19, 21, 27, 0.010364, 0.000302, 6, 9, 1
35, 47, 222, 0.021317, 0.005582, 7, 54, 5
264, 842, 10000, 1.225892, 0.581845, 7, 3362, 56
192, 498, 240, 0.690811, 0.82817, 7, 64, 11
302, 2019, 893, 3.634362, 2.45883, 7, 143, 16
181, 633, 1229, 0.911234, 0.544487, 7, 277, 118
105, 197, 134, 0.19849, 0.169754, 7, 49, 6
185, 513, 150, 0.717056, 0.152159, 7, 42, 5
251, 893, 10000, 1.282041, 0.525378, 7, 2588, 8
147, 338, 178, 0.417968, 0.180874, 7, 57, 4
22, 27, 25, 0.011514, 0.002493, 7, 11, 2
40, 48, 51, 0.017997, 0.00308, 6, 21, 4
228, 600, 623, 0.860103, 0.0966279999999999, 7, 157, 19
45, 56, 10000, 0.107026, 0.071891, 6, 2516, 2
234, 729, 10000, 1.182269, 0.151293, 6, 2107, 4
15, 19, 20, 0.087545, 0.000269, 5, 9, 0
261, 807, 596, 1.17238, 1.058942, 7, 86, 10
95, 157, 127, 0.167376, 0.015359, 7, 43, 6
37, 49, 45, 0.021253, 0.000621, 7, 20, 5
199, 434, 247, 0.485912, 0.362756, 7, 83, 9
167, 383, 721, 0.43151, 0.591153, 7, 72, 16
230, 737, 10000, 1.097221, 0.515863, 7, 3349, 10
224, 828, 608, 1.218234, 0.221024, 7, 249, 4
294, 1595, 368, 2.672582, 0.825668, 7, 77, 15
227, 492, 10000, 0.56958, 0.287606, 6, 3368, 3273
214, 598, 279, 0.99547, 0.381989, 7, 75, 15
224, 1153, 10000, 1.835831, 0.351689, 7, 285, 7
179, 454, 10000, 0.626475, 0.174053, 3, 3434, 0
112, 301, 794, 0.322328, 0.09605, 7, 320, 5
210, 728, 880, 1.060785, 0.023494, 7, 179, 150
301, 1393, 474, 2.286961, 0.101202, 7, 130, 8
214, 360, 278, 0.284907, 0.507048, 7, 64, 12
91, 170, 484, 0.122872, 0.152026, 7, 108, 8
157, 270, 10000, 0.257239, 0.337698, 7, 4038, 3976
169, 561, 690, 0.856958, 0.329763, 7, 157, 3
233, 814, 601, 1.323189, 0.144336, 7, 182, 69
159, 379, 1084, 0.480668, 0.368107, 7, 414, 6
54, 60, 22, 0.021608, 0.008058, 7, 11, 6
301, 1418, 1985, 2.273455, 0.488917, 7, 561, 98
98, 129, 48, 0.071235, 0.014043, 7, 18, 5
232, 964, 5, 1.632459, 0.000198, 4, 2, 1
166, 310, 206, 0.367814, 0.176676, 7, 66, 8
192, 560, 685, 0.787946, 0.37545, 7, 69, 10
304, 2791, 10000, 5.443081, 0.08822, 6, 2660, 1
128, 209, 158, 0.192723, 0.179452, 6, 44, 1
168, 521, 10000, 0.715217, 0.33574, 7, 2898, 5
118, 294, 147, 0.312314, 0.12594, 7, 42, 6
246, 560, 365, 0.638879, 0.1711, 7, 97, 6
157, 418, 205, 0.527995, 0.136261, 7, 85, 7
221, 903, 10000, 1.387748, 0.199951, 7, 1788, 2
249, 1032, 132, 1.651789, 0.319538, 7, 33, 4
306, 1346, 904, 2.090697, 0.608423, 7, 209, 10
77, 139, 10000, 0.103348, 0.565648, 7, 3320, 3187
277, 1141, 51, 1.831792, 0.047803, 7, 19, 2
87, 154, 119, 0.159662, 0.118636, 7, 41, 8
227, 652, 471, 0.862899, 0.319408, 7, 127, 10
142, 291, 10000, 0.309989, 0.179391, 6, 3314, 1
126, 329, 10000, 0.431033, 0.06511, 7, 2545, 5
242, 646, 10000, 0.80653, 0.079272, 7, 3439, 4
146, 307, 193, 0.390657, 0.117629, 7, 77, 12
232, 837, 1696, 1.188712, 5.438614, 7, 199, 165
13, 13, 16, 0.007234, 0.000475, 5, 8, 4
36, 49, 41, 0.022133, 0.053376, 6, 12, 1
15, 20, 21, 0.010332, 0.000232, 6, 11, 1
287, 1619, 1506, 2.799655, 0.76939, 7, 398, 13
255, 809, 10000, 1.098298, 0.227672, 7, 1867, 353
238, 1035, 249, 1.903114, 0.003378, 7, 97, 4
243, 1133, 199, 1.948215, 0.734944, 7, 67, 4
75, 111, 99, 0.058259, 0.089769, 5, 39, 0
80, 125, 476, 0.122511, 0.050543, 7, 191, 6
40, 47, 53, 0.017591, 0.049051, 7, 18, 4
158, 374, 197, 0.454334, 0.203369, 7, 71, 14
188, 543, 244, 0.697731, 0.308513, 7, 108, 6
162, 548, 10000, 0.841418, 0.228041, 6, 3396, 2
249, 695, 10000, 0.91067, 0.31625, 7, 2603, 5
41, 60, 52, 0.025669, 0.15992, 7, 24, 1
294, 1299, 10000, 2.021014, 0.1716, 7, 3368, 7
109, 193, 134, 0.190025, 0.06958, 7, 38, 10
295, 1859, 390, 3.236751, 0.324361, 7, 88, 9
303, 1589, 10000, 2.704324, 0.237059, 7, 3453, 3325
116, 197, 10000, 0.167488, 0.081482, 4, 2563, 1
239, 661, 3531, 0.906459, 0.253337, 7, 732, 551
103, 195, 125, 0.199859, 0.060766, 7, 44, 6
243, 919, 312, 1.516762, 0.596969, 7, 96, 9
119, 243, 10000, 0.258616, 0.124185, 6, 3386, 2
40, 49, 51, 0.020398, 0.005008, 7, 19, 3
55, 70, 71, 0.07908, 0.003506, 7, 28, 4
146, 271, 336, 0.253067, 0.073258, 7, 85, 6
43, 54, 52, 0.017147, 0.110274, 6, 20, 4
267, 819, 402, 1.076606, 0.687447, 7, 118, 16
255, 836, 358, 1.258361, 0.551864, 7, 84, 17
145, 249, 182, 0.215134, 0.017733, 7, 40, 11
130, 252, 167, 0.272161, 0.190198, 7, 54, 11
308, 1763, 10000, 2.898531, 0.197385, 7, 2994, 1425
233, 900, 10000, 1.350344, 0.497393, 7, 91, 7
16, 16, 24, 0.007097, 0.054033, 6, 8, 2
16, 18, 21, 0.008925, 0.00068, 6, 8, 2
258, 850, 10000, 1.216165, 0.225026, 7, 3367, 10
236, 919, 141, 1.478187, 0.108244, 7, 49, 6
122, 161, 166, 0.067756, 0.134115, 7, 50, 8
65, 89, 86, 0.043556, 0.097533, 7, 39, 4
103, 214, 120, 0.179351, 0.066446, 7, 44, 5
171, 395, 10000, 0.497263, 0.307267, 7, 3145, 9
29, 39, 39, 0.018095, 0.000581, 7, 18, 3
62, 84, 83, 0.040615, 0.009287, 6, 31, 4
215, 679, 276, 0.905872, 0.242621, 7, 74, 18
215, 660, 10000, 0.903669, 0.161408, 7, 2606, 4
162, 450, 10000, 0.548378, 0.425443, 7, 2525, 4
125, 264, 474, 0.298149, 0.046047, 7, 126, 6
60, 77, 80, 0.031306, 0.00393, 7, 32, 4
78, 114, 81, 0.059485, 0.009274, 7, 33, 5
295, 1578, 779, 2.602998, 0.602173, 7, 80, 20
165, 371, 10000, 0.378903, 0.26086, 7, 1713, 1650
56, 91, 75, 0.06029, 0.00632, 6, 28, 5
62, 101, 76, 0.073429, 0.007088, 7, 33, 4
52, 64, 59, 0.026562, 0.052558, 7, 19, 1
271, 1049, 365, 1.618547, 0.546023, 7, 110, 11
94, 137, 13, 0.076333, 0.000277, 5, 5, 0
299, 1189, 10000, 1.886824, 0.94154, 7, 3358, 3259
102, 205, 129, 0.168384, 0.10986, 7, 49, 9
205, 831, 10000, 1.191035, 0.183697, 7, 4331, 1417
147, 286, 10000, 0.296365, 0.260428, 7, 55, 4
274, 790, 242, 1.036688, 0.279028, 7, 52, 5
201, 771, 10000, 1.186965, 0.255493, 7, 128, 10
128, 268, 162, 0.261698, 0.096778, 7, 58, 9
109, 204, 134, 0.201527, 0.05019, 7, 51, 10
96, 172, 118, 0.183189, 0.008886, 7, 37, 5
46, 60, 58, 0.030972, 0.106945, 7, 20, 2
48, 64, 59, 0.026451, 0.005222, 7, 25, 5
151, 274, 407, 0.242018, 0.248945, 7, 94, 5
38, 62, 10000, 0.03375, 0.230332, 7, 3344, 3324
270, 1530, 30, 2.473838, 0.260269, 7, 11, 2
292, 1489, 403, 2.371603, 0.94602, 7, 77, 12
237, 1158, 10000, 1.834275, 0.153828, 7, 2582, 7
173, 305, 664, 0.285899, 0.028585, 7, 223, 3
307, 1405, 10000, 2.266363, 0.121658, 6, 4150, 2001
217, 866, 634, 1.321257, 0.419848, 7, 149, 9
18, 22, 25, 0.010186, 0.000371, 6, 11, 2
140, 274, 179, 0.338349, 0.095849, 7, 62, 7
301, 1952, 7, 3.289121, 0.000316, 4, 2, 1
168, 375, 989, 0.382825, 0.120036, 7, 90, 9
201, 490, 144, 0.534608, 0.071348, 7, 42, 9
262, 1037, 10000, 1.632692, 1.072393, 7, 2560, 16
12, 16, 17, 0.006978, 0.000208, 6, 11, 1
237, 580, 10000, 0.688653, 0.405202, 7, 3344, 3257
289, 1163, 131, 1.783997, 0.069, 7, 45, 6
299, 1893, 209, 3.293485, 0.014538, 7, 86, 11
142, 262, 173, 0.245918, 0.091741, 7, 50, 11
12, 16, 14, 0.010538, 0.000169, 5, 7, 1
172, 683, 10000, 1.010128, 0.078632, 6, 3438, 1111
158, 320, 212, 0.373996, 0.10894, 7, 73, 10
254, 876, 914, 1.336801, 0.317376, 7, 328, 12
252, 1111, 308, 1.734864, 0.691353, 7, 110, 9
254, 1248, 10000, 2.103563, 0.339715, 7, 726, 5
242, 897, 520, 1.363915, 0.329837, 7, 105, 5
186, 485, 700, 0.606891, 0.05069, 7, 158, 12
144, 380, 186, 0.48773, 0.625754, 7, 60, 9
288, 920, 10000, 1.390895, 0.6012, 7, 3374, 3248
91, 166, 96, 0.171365, 0.036684, 7, 48, 5
45, 61, 64, 0.042055, 0.186585, 6, 22, 5
300, 1030, 420, 1.49809, 0.811675, 7, 94, 12
230, 737, 1763, 1.000524, 0.437367, 7, 360, 11
32, 41, 31, 0.019009, 0.000699, 6, 15, 5
86, 111, 108, 0.104077, 0.006616, 7, 42, 4
198, 376, 899, 0.338245, 0.764722, 7, 161, 8
86, 153, 198, 0.162096, 0.057402, 7, 71, 5
236, 1057, 35, 1.653751, 0.000738, 6, 13, 5
125, 209, 275, 0.143099, 0.199296, 7, 69, 10
75, 122, 94, 0.137147, 0.009853, 7, 40, 10
61, 125, 126, 0.100398, 0.078278, 7, 46, 3
22, 25, 20, 0.016467, 0.00238, 6, 12, 3
69, 133, 214, 0.117074, 0.1011, 6, 88, 5
43, 51, 60, 0.017742, 0.041283, 7, 26, 4
258, 1509, 66, 2.532515, 0.001408, 7, 28, 3
145, 305, 192, 0.314646, 0.284857, 7, 64, 9
93, 199, 154, 0.215969, 0.080885, 7, 51, 3
294, 960, 857, 1.355891, 0.724558, 7, 100, 11
112, 290, 135, 0.394611, 0.097263, 7, 58, 2
113, 181, 562, 0.113815, 0.138488, 7, 140, 9
277, 1277, 10000, 2.082232, 0.856972, 7, 2576, 7
182, 422, 892, 0.480974, 0.519802, 7, 235, 64
220, 754, 286, 1.204471, 0.531736, 7, 107, 10
35, 41, 41, 0.016165, 0.001453, 6, 19, 6
203, 802, 261, 1.302928, 0.504833, 7, 100, 7
105, 158, 132, 0.081844, 0.065886, 7, 48, 6
122, 191, 10000, 0.175657, 0.077171, 6, 2335, 3
274, 952, 10000, 1.326699, 0.629839, 7, 3319, 5
150, 249, 180, 0.213487, 0.283498, 7, 82, 14
192, 382, 21, 0.446973, 0.000327, 6, 9, 2
62, 90, 80, 0.112832, 0.134579, 7, 35, 5
59, 86, 10000, 0.050774, 0.147287, 7, 4174, 831
79, 111, 105, 0.068652, 0.360299, 7, 36, 8
304, 1019, 262, 1.582967, 0.319361, 7, 75, 4
80, 114, 140, 0.063655, 0.005017, 6, 40, 5
163, 369, 380, 0.428571, 0.077216, 7, 114, 5
309, 1577, 316, 2.613373, 0.91966, 7, 76, 9
65, 97, 20, 0.071249, 0.000411, 6, 10, 3
138, 319, 5, 0.395413, 0.000114, 3, 2, 0
163, 266, 10000, 0.245712, 0.460265, 7, 3319, 3265
17, 22, 26, 0.014339, 0.000246, 6, 12, 1
139, 277, 185, 0.277198, 0.513977, 7, 68, 7
47, 59, 58, 0.034912, 0.009666, 7, 22, 1
285, 1027, 1300, 1.602626, 1.023977, 7, 301, 8
253, 962, 249, 1.522838, 0.93117, 7, 66, 12
90, 181, 568, 0.169263, 0.165835, 7, 40, 7
216, 783, 270, 1.192553, 0.442839, 7, 93, 18
287, 1182, 10000, 1.854062, 0.822917, 7, 1883, 1759
77, 99, 112, 0.036028, 0.01351, 6, 39, 3
102, 200, 139, 0.151073, 0.006308, 7, 64, 7
142, 320, 10000, 0.307376, 0.312093, 7, 124, 6
276, 1602, 198, 2.757556, 1.018824, 7, 71, 5
234, 648, 609, 0.808783, 0.575819, 7, 88, 12
10, 13, 15, 0.007332, 0.000157, 6, 8, 1
171, 405, 238, 0.465533, 0.244167, 7, 73, 8
288, 1802, 117, 3.018114, 0.005622, 7, 43, 16
229, 871, 804, 1.281245, 0.244997, 7, 106, 14
237, 690, 1070, 0.836495, 0.299535, 7, 388, 14
95, 139, 115, 0.07279, 0.079017, 6, 27, 3
50, 69, 54, 0.039252, 0.100365, 7, 24, 3
259, 1263, 28, 2.090261, 0.020309, 4, 8, 0
178, 359, 304, 0.340478, 0.177718, 7, 122, 11
262, 1180, 344, 1.84394, 0.553351, 7, 77, 13
28, 43, 36, 0.036108, 0.00053, 7, 20, 7
245, 578, 480, 0.748716, 0.754024, 7, 120, 11
306, 1216, 72, 1.854285, 0.004523, 7, 28, 5
221, 820, 10000, 1.267853, 0.411237, 7, 3404, 3282
155, 320, 198, 0.305452, 0.048891, 7, 68, 6
116, 209, 74, 0.188594, 0.031034, 7, 29, 6
79, 107, 120, 0.0461299999999999, 0.170676, 7, 41, 5
247, 890, 10000, 1.297463, 0.125857, 7, 2611, 4
